423,000
362,000
393,000
257,000
385,000
450,000
437,000
469,000
417,000
328,000
437,000
279,000
501,000
437,000
437,000
416,000
322,000
322,000
374,000
470,000
372,000
469,000
450,000
450,000
417,000
417,000
417,000
514,000
484,000
417,000
482,000
482,000
514,000
203,000
203,000
417,000
373,000
417,000
502,000
395,000
367,000
547,000
395,000
484,000
417,000
417,000
417,000
417,000
417,000
417,000
514,000
514,000
393,000
547,000
547,000
547,000
514,000
514,000
667,000
667,000
708,000
531,000
685,000
654,000
596,000
667,000
758,000
